Height,Width,Length,Colour Scheme,Maker Elf ID,Checker Elf ID,Defective
6.43,4.86,5.45,Red,7,10,True
3.58,3.89,13.42,Orange,2,7,False
2.66,2.29,14.63,Blue,12,4,False
5.67,3.21,10.42,Red,7,1,False
2.53,2.63,13.75,Purple,14,14,False
7.8,2.78,15.01,Purple,8,2,False
4.18,1.89,8.84,Purple,11,12,False
4.25,1.15,13.54,Purple,2,4,False
7,3.02,4.55,Green,16,13,True
4.53,1.84,10.36,Blue,9,12,False
5.17,2.09,11.58,Blue,6,5,False
2.05,3.76,9.33,Green,1,7,False
7.69,1.13,10.32,Green,13,1,False
6.07,2.66,8.22,Pink,2,14,False
4.68,1.37,15.49,Yellow,11,9,False
10.92,5.11,8.13,Green,13,16,True
3.84,2.56,12.21,Orange,1,11,False
2.37,2.04,14.19,Orange,3,12,False
3.46,3.73,14.98,Purple,11,4,False
7.85,2,11.32,Pink,2,1,False
9.7,1.8,10.61,Blue,1,4,False
10.97,3.66,9.73,Green,8,13,True
3.77,3.02,11.18,Red,4,14,False
6.01,1.82,11.01,Green,5,15,False
3.9,1.82,11.5,Orange,3,10,False
2.24,1.31,4.06,Pink,15,18,True
7.95,1.66,8.57,Green,5,13,False
8.64,1.24,8.62,Red,13,7,False
2.1,2.87,8.67,Purple,3,5,False
9.16,3.03,5.07,Yellow,2,7,True
8.68,3.22,13.2,Orange,2,8,False
6.5,2.53,12.34,Orange,10,9,False
9.19,2.01,15.45,Blue,1,4,False
10.3,2.44,9.68,Purple,8,2,True
7.51,1.63,12.92,Red,7,12,False
2.74,3.59,15.45,Purple,12,8,False
7.5,3.55,14.36,Blue,14,8,False
7.11,2.29,9.11,Yellow,3,11,True
9.18,2.91,8.72,Orange,2,6,False
8.21,2.2,14.1,Yellow,5,2,False
11.28,3.86,4.88,Purple,1,13,True
9.93,3.6,9.44,Orange,1,6,False
2.88,2.1,14.28,Green,11,6,False
8.29,2.54,9.47,Green,13,6,False
9.04,3.14,14.5,Green,7,3,False
4.97,2.93,9.06,Purple,1,11,False
9.68,1.75,14.79,Pink,5,15,False
5.22,2.05,15.44,Green,10,13,False
7.32,3.24,12.58,Blue,2,1,False
10.87,2.62,10.92,Red,3,10,True
8.87,5.33,15.59,Orange,3,2,True
9.48,3.71,14.48,Orange,15,8,False
11.22,2.36,13.7,Purple,7,13,True
5.19,2.33,15.31,Pink,11,15,False
3.92,2.01,15.4,Orange,10,10,False
7.44,2.5,9.56,Pink,11,19,True
2.89,3.32,14.25,Orange,15,15,False
2.71,2.03,10.01,Purple,15,6,False
6.88,2.16,9.09,Purple,11,14,False
8.96,1.04,12.1,Purple,10,2,False
8.19,2.97,13.35,Pink,9,8,False
2.47,2.85,10.11,Red,10,10,False
6.64,3.77,11.31,Red,14,15,True
3.13,3.44,8.97,Green,7,6,False
8.08,2.27,15.51,Orange,1,13,False
9.11,4.3,14.65,Purple,2,1,True
4.63,1.71,14.91,Green,4,12,False
8.15,3.25,12.07,Blue,1,13,True
9.5,3.95,12.89,Pink,13,7,False
7.91,2.72,10.86,Purple,1,11,False
2.61,1.22,15.6,Green,5,3,False
7.71,2.55,11.31,Yellow,1,13,False
6.82,3.14,15.18,Yellow,8,10,False
2,1.67,14.19,Red,8,13,False
7.12,2.57,12.42,Purple,3,3,False
7.35,3.64,15.45,Purple,6,6,False
8.48,3.48,8.81,Blue,2,11,False
9.2,3.66,15.69,Purple,11,6,False
11.39,3.57,9.64,Purple,6,13,True
4.88,3.34,12.91,Purple,3,1,False
2.48,3.15,12.01,Pink,9,6,False
4.85,3.96,12.1,Red,8,8,False
6.26,2.2,10.57,Red,3,6,False
3.31,3.24,13.17,Yellow,7,13,False
4.77,1.96,15.42,Orange,15,4,False
9.86,2.25,9.24,Blue,1,3,False
3.63,1.99,10.88,Red,14,15,False
9.42,3.88,9.98,Yellow,8,2,True
9.36,3.84,11.87,Red,5,11,False
8.2,2.46,12.2,Green,15,8,False
8.62,3.26,8.88,Pink,13,6,False
5,2.2,8.67,Blue,7,12,False
5.66,1.82,5.74,Orange,2,8,True
5.88,2.14,10.53,Blue,7,3,False
8.92,3.16,15.7,Purple,14,15,False
2.07,2.36,12.15,Blue,15,19,True
3.14,1.34,13.59,Purple,8,15,False
7.69,1.7,11.34,Red,10,6,False
7.29,1.73,12.4,Blue,2,9,False
4.45,3.4,15.21,Yellow,3,7,False
2.85,3.26,13.84,Yellow,1,11,False
9.22,2.19,10.16,Yellow,11,1,True
10.01,3.74,8.94,Pink,7,8,True
8.85,3.5,15.46,Purple,3,3,False
6.56,1.41,15.55,Yellow,14,12,True
3.41,2.71,10.96,Orange,10,6,False
2.58,2.46,15.31,Pink,9,10,False
7.7,3.54,11.62,Purple,3,11,False
7.89,2.94,8.65,Yellow,6,13,False
7.41,1.82,15.62,Green,14,10,False
7.46,3.4,8.74,Orange,14,5,False
9.35,2.29,14.22,Red,15,11,True
2.18,2.01,15.07,Orange,4,4,False
6.91,3.15,14.83,Blue,15,10,False
7.11,3.14,8.17,Yellow,6,8,False
3.58,1.18,11.47,Purple,1,9,False
5.98,2.13,10.63,Red,14,5,False
8.52,3.51,10.78,Green,11,13,False
3.88,1.89,11.57,Pink,3,2,False
6.94,3.8,10.52,Blue,10,11,False
7.82,3.42,7.59,Pink,8,17,True
2.88,3.42,10.56,Green,9,14,False
9.55,2.33,8.35,Pink,5,14,False
8.36,1.07,9.69,Green,14,12,False
8.55,3.91,5.95,Pink,7,2,True
4.21,1.9,9.38,Red,3,9,False
9.05,1.97,11.34,Orange,4,10,False
4.45,3.37,9.69,Pink,4,14,False
8.02,3.59,13.46,Orange,9,1,False
4.75,2.97,9.56,Red,2,1,False
6.62,1.06,10,Blue,1,5,False
5.66,3.72,10.91,Red,19,12,True
11.45,3.41,4.31,Purple,18,6,True
2.62,2.64,12.37,Green,5,10,False
8.64,1.03,8.63,Blue,14,11,False
11.87,4.89,15.07,Green,16,16,True
6.41,2.03,14.36,Yellow,10,1,False
3.81,3.02,9.09,Purple,3,2,False
8.23,2.3,8.59,Blue,3,12,False
3.99,2.14,8.85,Green,10,12,False
11.55,2.2,9.34,Orange,16,4,True
8.15,1.89,11.82,Green,11,7,False
5.26,1.12,8.3,Orange,10,14,False
5.04,2.69,10.69,Pink,13,5,True
3.74,3.44,11.3,Pink,2,6,False
7.89,1.21,12.79,Red,15,9,False
7.15,2.54,14.47,Green,13,12,True
5.65,2.83,12.24,Blue,12,5,False
5.42,2.25,8.72,Purple,11,6,False
7.71,2.5,9.78,Green,14,8,False
8.67,3.4,12,Orange,9,9,False
3.71,5.99,8.87,Red,8,4,True
4.16,1.09,14.42,Yellow,3,1,False
6.36,2.61,13.53,Red,4,11,False
2.72,4.8,8.41,Blue,2,14,True
8.5,1.25,12.87,Purple,6,4,False
4.11,1.54,9.68,Blue,3,7,False
8.78,2.63,12.46,Purple,11,8,True
8.44,1.37,12.46,Blue,2,4,False
5.93,1.7,8.32,Pink,7,15,True
5.26,3.23,9.31,Green,4,2,False
8.91,3.64,15.63,Pink,2,8,False
6.63,3.57,8.75,Red,4,11,False
7.98,2.57,11.59,Red,6,3,False
3.63,3.71,11.76,Purple,5,10,False
2.22,1.31,12.98,Blue,5,3,False
7.22,2.18,8.59,Yellow,15,2,False
4.05,1.68,10.63,Purple,7,15,False
2.72,1.11,9.34,Yellow,5,10,True
4.03,1.04,10.07,Orange,12,14,True
3.14,2.43,10.12,Blue,3,10,False
8.95,4.68,5.91,Red,14,12,True
8.63,1.45,8.52,Orange,11,11,False
3.06,3.55,11.03,Blue,4,7,False
5.01,3.83,9.32,Purple,15,14,False
7.37,2.18,14.37,Red,7,14,False
7.15,2.53,9.9,Blue,9,2,False
9.64,3.28,12.59,Red,3,13,False
2.38,1.83,13.89,Purple,15,8,True
10.66,3.41,13.16,Orange,2,13,True
3.03,3.87,13.68,Blue,9,10,False
3.4,2.75,11.38,Green,2,3,False
8.32,2.77,11.22,Purple,11,11,False
4.52,3.45,14.84,Green,3,4,False
7.27,1.2,12.55,Purple,3,12,False
9.72,1.23,12.51,Pink,14,18,True
8.71,1.37,15.66,Purple,14,5,False
5.5,2.76,13.03,Purple,5,6,False
5.78,2.97,12.05,Pink,6,9,False
4.25,2.46,8.69,Green,1,2,False
6.21,1.21,12.77,Yellow,14,3,False
8.16,2.54,8.66,Yellow,6,2,False
3.48,3.6,11.96,Orange,11,12,False
4.2,1.91,9.31,Yellow,14,18,True
2.84,2.6,13.01,Green,14,6,False
3.99,2.16,8.08,Blue,13,10,False
8.95,3.81,11.94,Yellow,8,5,False
5.51,3.57,9.13,Purple,11,4,True
6.57,1.15,8.44,Orange,3,9,False
5.99,1.68,9.97,Yellow,4,6,False
5.09,3.28,13.42,Pink,12,12,False
3.01,2.36,13.62,Pink,5,4,False
4.13,3.51,11.1,Blue,4,1,False
6.35,1.95,15.53,Pink,5,15,False
8.7,2.11,15.96,Pink,6,1,False
9.92,1.52,15.67,Green,14,9,False
2.67,1.21,8.84,Purple,17,18,True
7.34,2.39,13.91,Yellow,6,6,False
9.6,5.4,10.3,Orange,6,8,True
6.19,2.8,15.53,Orange,2,3,False
5.15,2.06,9.98,Purple,14,8,False
5.28,2.88,15.81,Red,11,6,False
2.19,1.99,11.62,Blue,15,3,False
2.69,3.93,9.54,Orange,1,8,True
4.69,2.62,13.91,Yellow,11,14,False
8.17,2.72,14.96,Yellow,2,12,False
3.95,1.69,10.47,Yellow,14,5,True
7.41,2.01,13.77,Purple,15,4,False
9.27,3.88,8.3,Red,4,12,True
7.08,1.37,14.06,Purple,7,14,False
3.18,1.21,15.03,Orange,11,2,False
5.88,1.34,8.63,Green,5,2,False
6.18,2.99,10.26,Pink,4,12,False
8.04,2.62,13.2,Pink,4,11,False
6.95,1.19,13.72,Pink,2,15,False
9.92,1.28,10.04,Green,10,8,False
4.05,3.96,8.28,Orange,12,2,False
3.62,3.33,8,Purple,12,14,False
8.93,3.04,8.07,Yellow,3,8,False
3.36,2.7,14.63,Pink,2,15,True
5.66,3.05,10.94,Orange,2,10,False
3.38,3.11,13.87,Red,7,10,False
8.52,1.5,8.56,Red,13,7,False
2.93,1.95,14.17,Blue,8,2,False
6.66,1.31,15.33,Pink,14,1,False
6.36,3.93,10.72,Orange,5,12,True
5.81,2.64,13.95,Green,10,15,False
7.59,3.49,8.57,Red,4,13,False
2.84,2.58,11.78,Orange,1,11,False
8.78,2.08,10.62,Green,9,13,False
6.1,3.89,11.59,Purple,5,6,False
6.47,3.45,8.17,Yellow,11,8,False
3.26,3.88,15.85,Orange,1,8,False
5.17,3.74,10.99,Purple,14,3,False
2.69,3.78,14.53,Blue,15,3,False
6.59,1.97,9.36,Yellow,7,9,True
9.03,3.9,12.95,Orange,9,9,False
5.22,2,15.05,Green,11,14,False
3.92,3.49,15.36,Orange,6,1,False
8.94,3.38,15.99,Blue,10,4,True
4.32,2.44,12.07,Yellow,10,2,False
3.63,1.94,9.98,Orange,8,12,False
9.19,1.51,14.48,Yellow,5,11,False
10.1,1.15,11.86,Purple,2,17,True
6.69,1.52,9.8,Pink,6,6,False
8.87,3.06,11.62,Yellow,6,13,False
5.11,2.2,15.73,Orange,4,4,False
3.94,2.87,11.74,Orange,4,6,False
5.67,3.21,10.47,Yellow,2,9,False
2.71,2.63,9.1,Blue,6,6,False
3.04,1.63,8.97,Yellow,8,1,False
3.28,1.72,12.79,Green,5,13,False
9.54,4.26,11.89,Green,11,11,True
9.34,1.55,10.18,Red,4,11,False
2.13,4.82,13.37,Green,1,3,True
5.99,3.92,15.28,Purple,8,13,False
8.82,3.5,15.23,Purple,5,10,False
7.39,1.45,6.22,Purple,13,1,True
5.13,1.76,15.19,Orange,7,15,False
9.07,3.75,12.16,Blue,5,14,True
8.75,3.58,15.23,Pink,13,10,True
8.85,1.31,14.02,Orange,8,14,False
2.77,2.89,15.14,Yellow,12,1,False
8.7,2.86,12.27,Pink,8,9,False
6.3,3.28,13.45,Blue,5,14,False
9.98,1.34,13.23,Purple,8,11,False
8.05,2.45,12.9,Red,2,3,False
3.45,2.94,9.46,Green,9,12,False
9.99,2.86,8.15,Green,9,12,False
4.24,1.15,11.57,Purple,2,6,False
3.42,3.19,12.49,Pink,3,15,False
2.23,1.26,15.49,Blue,9,14,False
2.95,5.33,12.58,Green,2,15,True
6.11,1.41,10.02,Purple,8,11,False
2.62,1.52,9.27,Pink,19,7,True
2.19,1.68,9.93,Green,10,2,False
4.13,2,12.19,Green,12,2,False
4.04,3.55,8.13,Pink,5,7,False
6.59,3.94,12.72,Green,4,11,False
9.01,3.43,5.08,Orange,15,13,True
6.15,1.77,8.12,Green,10,6,False
2.7,3.83,8.99,Pink,12,15,False
4.73,2.4,8.88,Blue,15,7,True
8.53,3.61,9.15,Red,11,7,True
7.01,3.42,12.31,Pink,14,15,False
4.15,1.84,15.29,Purple,13,3,False
4.38,2.21,11.88,Orange,14,7,False
5.35,2.46,15.96,Blue,14,13,True
2.97,2.01,15.15,Red,13,11,False
9.16,5.62,10.24,Yellow,10,9,True
8.07,2.56,14.08,Red,2,1,False
8.08,3.33,9.34,Pink,6,4,False
6.36,3.56,8.09,Green,7,6,False
6.96,2.53,10.44,Pink,7,10,False
3.65,2.47,11.06,Blue,12,15,False
5.36,2.93,9.46,Green,7,9,False
5.07,2.15,8.35,Yellow,4,11,False
3.18,1.46,12.59,Red,5,14,False
2.87,3.04,14,Red,10,1,True
7.77,3.09,8.74,Pink,12,15,False
9.55,1.74,9.39,Orange,15,8,False
8.11,2.51,10.44,Orange,2,7,True
8.41,1.83,13.04,Green,4,7,False
9.47,1.06,11.74,Pink,2,2,False
3.84,2.32,11.68,Pink,5,2,False
5.05,1.11,15.43,Red,11,9,False
9.46,3.08,13.46,Red,5,3,False
6.15,4.24,9.08,Pink,3,14,True
8.33,2.24,15.63,Orange,2,1,False
6.02,1.16,15,Orange,7,14,False
6.16,1.55,15.77,Blue,9,15,False
6.92,1.44,14.68,Green,1,11,False
7.72,3.58,13.68,Green,11,4,False
2.24,3.08,9.85,Purple,8,1,False
8.15,3.57,14.51,Purple,3,7,False
4.23,1.16,8.17,Red,12,4,True
2.07,2.55,14.87,Blue,3,13,False
9.4,3.3,12.02,Purple,13,13,False
5.16,1.46,13.33,Green,1,10,False
9.46,2.13,9.31,Green,12,2,False
7.51,1.96,12.07,Green,2,6,False
10.07,4.33,4.81,Pink,8,11,True
6.18,3.87,10.69,Pink,5,3,False
2.13,3.74,13.71,Red,4,4,False
4.47,3.4,9.94,Pink,9,11,False
8.92,1.7,11.24,Yellow,7,2,False
4.97,1.4,13.53,Pink,9,4,False
5.07,4.31,8.68,Red,2,15,True
3.99,4.44,12.43,Green,7,17,True
2.1,3.39,8.7,Pink,11,15,False
9.86,2.9,13.43,Purple,8,14,False
5.57,3.57,12.46,Blue,6,7,False
4.05,2.07,8.38,Yellow,5,2,False
6.09,3.8,8.07,Red,12,11,True
10.76,5.73,13.48,Yellow,10,3,True
3.65,1.75,13.89,Red,15,6,False
8.99,1.03,9.6,Red,8,3,False
3.96,2.27,8.57,Pink,1,13,False
5.07,1.5,10.69,Pink,4,13,False
9.08,1.33,15.55,Green,12,6,False
9.4,1.07,13.27,Red,11,4,False
8.6,2.04,11.64,Blue,7,11,False
11.79,3.16,5.68,Yellow,4,8,True
9.02,1.49,12.48,Pink,9,1,False
5.63,2.61,14.09,Blue,14,13,False
3.48,3.07,9.93,Pink,3,13,False
7.92,2.38,11.82,Green,7,5,False
6.97,1.99,13.61,Red,12,6,False
2.64,4.9,9.86,Orange,6,14,True
2.94,2.72,11.92,Blue,15,6,False
5.95,3.11,9.3,Yellow,12,8,False
3.23,3.08,15.06,Blue,5,5,True
3,1.99,13.07,Pink,4,12,False
8.48,2.63,13.34,Green,8,4,False
6.7,2.71,13.16,Purple,9,2,False
4.88,3.79,11.53,Purple,8,8,False
9.21,2.56,15.34,Green,8,9,False
9.61,2.72,14.82,Pink,15,14,False
2.38,3.15,12.98,Purple,3,7,False
9.54,2.3,9.18,Orange,10,6,False
7.13,2.12,14.57,Green,13,13,False
5.66,3.36,14.49,Yellow,8,13,False
2.09,2.92,12.89,Pink,13,6,False
9.62,3.96,13.27,Orange,2,11,False
3.79,3.93,14.01,Yellow,1,3,False
2.69,2.95,8.27,Blue,12,7,False
2.5,1.72,8.92,Red,2,14,False
9.01,2.62,10.4,Green,4,2,False
5.78,3.38,15.27,Green,15,11,False
2.6,2.39,8.44,Green,10,1,False
6.34,2.75,13.59,Green,6,3,False
6.18,2.95,12.06,Orange,7,9,False
8.71,1.72,8.44,Yellow,1,7,False
8.19,3.63,15.53,Blue,6,14,False
2.68,3.12,7.08,Green,7,7,True
2.3,2.84,12.27,Yellow,12,13,False
4.15,3.54,14.58,Pink,13,10,False
9.9,2.58,9.96,Pink,13,13,False
6.89,2.15,11.15,Red,9,10,False
3.55,2.68,13.36,Orange,6,1,False
7.8,3.07,10.03,Green,13,3,False
3.59,2.73,14.8,Yellow,1,12,False
2.22,4.2,5.04,Red,10,13,True
3.14,3.35,13.24,Blue,19,14,True
6.96,1.15,9.8,Red,12,2,False
3.56,3.18,14.65,Blue,5,8,False
3.38,2.2,15.76,Purple,4,4,False
7.4,3.89,10.37,Yellow,13,11,False
4.69,2.53,15.24,Green,10,7,False
2.09,3.44,13.17,Blue,2,12,False
2.75,2.78,11.11,Orange,3,12,False
7.41,2.25,11.02,Pink,1,9,False
2.26,1.03,9.55,Red,14,6,False
8.23,1.5,14.98,Yellow,15,4,True
6.78,3.96,10.95,Green,5,13,False
4.19,2.95,14.84,Red,6,11,False
9.55,3.7,15.67,Green,3,15,False
7.16,3.02,9.26,Green,7,10,False
8.16,1.53,13.68,Yellow,13,9,False
5.42,3.11,13,Green,9,8,False
9.54,3.25,12.31,Orange,11,19,True
2.04,1.92,15.91,Green,14,12,False
7.06,1.66,12.18,Blue,11,14,False
9.09,1.45,8.04,Yellow,12,2,True
9.37,2.94,10.82,Green,6,11,False
4.31,2.58,10.38,Green,6,15,False
5.66,2.25,14.75,Yellow,8,1,False
6.14,3.23,12.4,Purple,15,2,False
3.02,2.47,7.52,Orange,4,15,True
9.43,2.83,9.32,Orange,4,9,False
2.13,2.19,12.77,Pink,10,9,False
9.17,1.34,13.3,Red,3,8,False
8.87,2.04,9.36,Purple,4,1,False
6.01,2.08,15.96,Pink,7,14,False
4.19,2.72,13.9,Yellow,3,8,False
2.72,4.16,13.56,Purple,10,9,True
2.51,1.51,10.53,Red,13,11,True
10.84,3.46,8.66,Purple,8,11,True
2.13,1.38,14.32,Green,9,13,False
4.41,1.26,8.05,Yellow,6,12,False
4.58,2.26,12.38,Purple,13,4,False
6.11,2.4,8.56,Red,13,15,False
4.62,3.53,13.69,Blue,8,11,False
8.31,2.04,15.34,Pink,12,6,True
8.31,2.77,8.76,Pink,10,15,False
8.43,2.14,11.3,Orange,5,12,False
7.71,3.2,8.15,Pink,10,6,False
9.18,3.35,8.37,Red,10,2,False
3.44,2.71,12.2,Red,12,11,False
4.32,1.54,13.39,Green,14,2,False
9.12,2.37,13.55,Green,11,7,False
9.03,3.33,6.29,Orange,6,12,True
2.67,2,11.04,Red,1,14,False
9.13,1.29,14.12,Green,15,10,False
9.95,2.1,12.55,Green,2,14,False
2.53,1.54,8.07,Blue,12,11,False
10.87,3.82,14.04,Green,13,10,True
6.76,3.34,9.72,Pink,5,6,False
2.26,2.75,13.13,Orange,15,4,True
6.48,1.78,14.62,Pink,14,9,False
2.71,2.2,8.1,Blue,9,8,False
7.75,2.66,8.12,Pink,2,14,False
4.65,2.19,11.34,Red,13,11,True
8.34,2.89,12.69,Blue,11,10,False
4.77,3.79,9.78,Green,1,1,False
7.76,3.12,10.26,Red,6,7,False
6.99,3.84,10.81,Green,4,14,False
4.39,2.07,8.34,Blue,5,1,False
9.41,2.67,10.37,Green,12,9,False
3.54,2.94,11.44,Purple,6,9,False
4.54,2.36,12.24,Purple,4,5,False
4.37,4.74,14.63,Purple,9,11,True
4.08,2.26,8.78,Pink,8,1,False
6.88,3.56,12.05,Purple,13,7,False
7.05,1.73,8.84,Blue,13,14,False
2.51,3.16,13.4,Purple,11,6,False
4.89,2.7,12.38,Purple,15,15,False
5.01,3.35,11.21,Green,1,11,False
5.44,1.02,8.65,Blue,8,4,True
7.91,2.88,15.94,Blue,3,6,False
2.93,1.13,12.75,Purple,2,13,False
3.55,2.45,9.53,Orange,14,12,False
2.15,2.88,8.05,Green,11,7,False
7.48,1.31,9.77,Purple,3,13,False
4.98,3.18,8.79,Orange,13,9,False
5.55,1.69,8.51,Red,5,14,False
9.24,2.45,10.02,Purple,11,13,False
8.03,3.03,11.93,Yellow,11,2,False
4.58,2.37,12.48,Yellow,1,9,False
2.77,2.77,9.73,Red,3,1,True
9.73,2.48,13.5,Red,12,15,False
4.84,2.81,15.58,Yellow,15,6,False
6.74,1.34,12.56,Green,10,9,False
4.29,3.63,12.94,Red,2,8,False
3,2.92,10.73,Red,11,4,False
8.64,3.66,13.16,Blue,15,3,False
11.8,3.57,14.13,Green,8,14,True
6.29,3.74,15.92,Red,9,7,False
9.29,1.01,8.56,Pink,11,10,False
4.92,3.3,14.93,Blue,1,8,False
3.3,3.6,13.99,Green,12,2,False
9.18,3.44,4.79,Orange,1,10,True
7.47,2.08,8.25,Orange,4,15,False
5.34,2.94,11.1,Green,15,15,False
4.42,1.26,14.52,Pink,15,9,False
2.68,3.34,8.11,Pink,4,14,False
6.59,1.19,15,Red,5,9,False
2.36,2.63,10.46,Red,11,4,False
7.62,2.49,10.52,Green,12,3,False
9.59,1.37,14.48,Orange,8,15,False
3.22,1.36,14.45,Pink,11,6,False
8.32,1.7,12.49,Blue,9,13,False
7.43,1.14,9.93,Orange,15,5,False
2.06,2.91,9.2,Pink,5,15,False
8.92,1.91,9.07,Red,3,4,False
8.62,3.58,15.89,Orange,6,15,True
7.4,3.65,13.54,Red,10,5,False
4.74,2.98,10.08,Orange,3,10,False
8.89,3.37,13.41,Yellow,11,10,False
5.79,2.77,12.89,Yellow,12,6,False
9.38,2.17,14.89,Purple,13,13,False
2.76,2.11,9.02,Purple,6,5,False
3.46,3.91,15.11,Yellow,13,14,False
6.05,3.8,12.67,Purple,12,8,False
7.61,1.6,15.66,Purple,10,1,False
3.52,1.04,13.39,Green,19,11,True
4.83,2.71,13.17,Pink,10,12,False
5.32,3.11,9.14,Blue,1,13,False
7.36,1.16,13.17,Blue,5,4,False
7.32,2.44,11.69,Yellow,4,8,False
9.6,3.77,11.11,Yellow,13,4,False
7.65,1.48,9.02,Blue,9,2,False
6.17,3.51,12.81,Purple,9,3,False
7.91,4.04,15.12,Blue,7,15,True
4.07,2.38,11.63,Red,15,5,False
3.04,2.54,13.62,Green,6,6,False
4.11,3.67,13.14,Pink,12,13,True
5.37,2.87,12.63,Purple,7,11,False
11.55,5.65,14.36,Purple,15,5,True
8.14,1.41,13.07,Orange,14,15,False
9.95,2.28,14.22,Green,2,6,False
6.48,2.03,9.85,Green,7,3,False
8.38,3.39,12.34,Yellow,10,1,False
5.69,3.13,13.21,Green,4,9,False
9.31,1.47,13.85,Green,13,3,False
3.67,1.21,15.25,Red,7,5,False
3.58,3.93,9.51,Orange,15,5,False
7.11,1.54,9.71,Blue,4,6,False
6.98,3.07,15.37,Green,12,13,False
7.37,1.47,9.24,Green,4,14,False
4.09,1.18,11.08,Orange,11,5,False
8.8,2.08,8.82,Orange,8,15,False
5.83,3.11,7.25,Yellow,4,14,True
2.12,3.53,13.04,Blue,6,5,False
8.24,2.14,14.13,Red,1,3,False
8.58,3.13,8.6,Blue,8,7,False
3.48,1.04,8.31,Orange,4,15,False
5.62,2.65,14.85,Blue,9,12,False
4.55,3.48,10.69,Green,2,10,False
4.53,3.41,9.01,Green,6,4,False
8.2,2.59,12.35,Green,3,15,True
3.31,3.97,10.19,Purple,11,10,True
6.22,3.59,12.05,Orange,8,14,False
8.41,4.9,15.13,Blue,18,12,True
9.84,3.2,14.85,Purple,10,6,False
5.31,2.54,14.52,Green,1,10,False
9.75,3.07,13.59,Pink,1,14,False
7.79,2.11,15.14,Pink,7,7,False
2.49,2.25,15.01,Pink,7,2,False
3.85,2.2,13.25,Green,15,1,True
2.78,1.19,9.7,Pink,14,13,False
9.28,1.87,12.86,Yellow,10,6,False
4.9,5.72,15.72,Orange,4,1,True
7.13,2.48,9.93,Orange,8,9,False
5.6,3.63,10.29,Red,4,4,False
2.63,3.29,10.96,Orange,1,12,False
6.25,1.44,11.24,Orange,6,3,False
3.48,1.69,15.19,Orange,2,5,False
9.82,4.15,15.77,Purple,12,3,True
5.76,2.59,13.91,Yellow,11,13,False
9.3,2.57,14.05,Blue,12,10,True
8.11,3.18,8.25,Yellow,5,5,True
5.7,3.24,8.64,Pink,1,7,False
5.59,3.25,12.83,Pink,8,15,False
4.93,3.52,8.16,Yellow,13,10,False
6.89,2.27,10.7,Pink,8,12,False
5.61,1.55,10.71,Pink,10,14,False
9.75,3.19,8.26,Yellow,6,9,False
8.8,1.16,13.76,Red,15,2,False
10.4,1.97,9.74,Orange,9,11,True
2.87,2.55,13.03,Orange,8,4,False
5.4,2.69,8.53,Blue,7,14,False
7.55,1.52,9.22,Red,2,11,False
5.66,3.9,9.39,Purple,10,12,False
7.89,2.47,14.73,Purple,5,12,False
9.65,1.22,15.8,Pink,15,6,False
8.62,1.89,14.19,Blue,10,4,False
5.62,3.91,13.12,Blue,10,10,False
8.47,2.95,14.57,Pink,6,1,False
9.71,2.88,15.11,Green,6,8,False
9.03,3.7,9.64,Red,5,10,False
9.58,3.39,15.36,Pink,10,8,False
5.46,1.39,12.88,Red,8,8,False
3.87,2.57,9.13,Yellow,14,2,False
3.87,1.52,12.68,Blue,11,4,False
6.84,3.91,11.75,Purple,12,6,False
6.89,1.03,14.85,Pink,6,8,False
7.56,2.41,10.58,Green,11,9,False
7.75,1.47,12.63,Yellow,10,11,False
2.68,2.92,10.48,Yellow,5,12,False
10.83,1.93,14.42,Purple,14,18,True
8.08,2.86,12,Purple,11,4,False
7.76,3.52,9.79,Pink,4,8,False
7.66,3,15.4,Pink,4,6,False
2.43,4.1,11.03,Pink,11,8,True
4.75,1.16,13.11,Red,12,15,False
7.93,2.62,9.33,Green,4,7,False
9.76,1.17,12.6,Green,8,5,False
9.9,1.79,10.58,Red,2,15,False
3.4,2.14,12.45,Pink,13,14,False
7.53,2.99,9.89,Orange,2,4,False
8.93,3.41,9.85,Red,12,14,True
5.88,1.47,15.35,Pink,9,14,False
5.79,1.7,9.15,Orange,13,12,False
7.55,1.15,8.4,Yellow,1,3,False
7.3,2.48,15.57,Blue,5,7,False
4.15,2.42,11.56,Orange,15,2,False
9.36,3.71,9.36,Pink,15,7,False
8.27,1.99,8.46,Orange,17,1,True
2.85,3.38,10.17,Purple,4,1,False
9.83,1.36,9.6,Orange,9,10,False
4.18,5.67,15.45,Purple,9,7,True
6.36,2.98,13.21,Red,14,1,True
6.08,1.02,12.41,Yellow,1,10,False
6.66,2.33,12.45,Pink,13,11,False
4.96,2.74,13.63,Blue,14,1,False
3.74,1.28,8.38,Purple,10,6,False
8.56,3.63,8.69,Green,9,1,False
4.49,3.22,15.66,Purple,7,6,False
4.83,1.25,15.34,Pink,7,2,False
9.35,1.66,15.11,Green,8,8,False
3.23,3.12,11.57,Blue,14,1,False
8.99,2.19,8.5,Red,14,9,False
9,3.07,8.86,Pink,2,13,False
2.41,1.75,15.76,Yellow,14,17,True
2.2,1.57,12.57,Blue,4,2,False
6.46,2.06,10.95,Orange,11,4,False
5.96,3.9,14.84,Orange,14,10,False
5.87,2.04,9.79,Orange,6,3,False
4.82,3.73,11.78,Red,2,5,False
5.77,2.16,11.42,Yellow,10,1,True
