[2023/10/25:16:16:55] 10.10.132.238 ajax.aspnetcdn.com:443 GET / 301 551 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:05] 10.10.75.132 www.office.com:443 GET / 200 42368 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:05] 10.10.120.75 passwordreset.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:05] 10.10.120.75 passwordreset.microsoftonline.com:443 GET / 200 53070 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:05] 10.10.116.67 nexus.microsoftonline-p.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:05] 10.10.132.238 ocsp2.globalsign.com:80 GET / 301 640 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:05] 10.10.132.238 www.globalsign.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:05] 10.10.132.238 www.globalsign.com:443 GET / 302 730 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:05] 10.10.116.67 nexus.microsoftonline-p.com:443 GET / 302 1642 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:05] 10.10.132.238 www.globalsign.com:443 GET /en/ 301 868 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:05] 10.10.116.67 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:05] 10.10.116.67 www.office.com:443 GET /login 302 2541 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:05] 10.10.132.238 www.globalsign.com:443 GET /en 200 15003 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:05] 10.10.116.67 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:05] 10.10.75.132 www.bing.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:05] 10.10.116.67 login.microsoftonline.com:443 GET /common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638338474253801695.MGM5YzIzZTMtYjMxZi00MTY3LTlkYmYtMDk2N2YxOGI5NzM4MDhlNzdmNDEtNTdjOC00YzkxLThjYzctNmMxMTMxOGY5N2Yy&ui_locales=en-US&mkt=en-US&client-request-id=0b54db79-451a-4aa7-b75f-74e67d665b02&state=e-5b3i_5uAESf5gxGKgjm095DYl8M0DF4vPini1mscDTqxXyHvUUxep9MgVJfPgN76OugxybY26DcEqDFmdfuUbowRzPgIY2dqWDGx9KNPj04JrSWnZbpw2f1SRLKdL64bjnzC--toOmUm-Gr9MdK5YlZ-ODl4z51NmMlM9xTn2CFXta1768v0fqfLvQyDD2PcWFof5T7j6PR-qFWB81e4RRq1T6ls0g5SI2ipj_VLKvNlb3nNOjlpDopUXJ310OTD0kLvJV97qpVwe5ZukSNA&x-client-SKU=ID_NET6_0&x-client-ver=6.30.1.0 200 9864 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:05] 10.10.75.132 www.bing.com:443 GET / 200 43154 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:05] 10.10.132.238 cdn.uci.officeapps.live.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:05] 10.10.120.75 stackoverflow.com:80 GET / 301 726 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:05] 10.10.120.75 stackoverflow.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:05] 10.10.132.238 cdn.uci.officeapps.live.com:443 GET / 400 852 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:05] 10.10.75.132 dgps.support.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:05] 10.10.75.132 dgps.support.microsoft.com:443 GET / 400 544 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:06] 10.10.89.232 partnerservices.getmicrosoftkey.com:80 GET / 503 4249 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:06] 10.10.120.75 stackoverflow.com:443 GET / 200 48534 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:06] 10.10.132.238 office15client.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:06] 10.10.132.238 office15client.microsoft.com:443 GET / 404 834 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:06] 10.10.89.232 eus-www.sway-cdn.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:06] 10.10.116.67 device.login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:06] 10.10.116.67 device.login.microsoftonline.com:443 GET / 200 9301 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:06] 10.10.89.232 eus-www.sway-cdn.com:443 GET / 200 21006 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:06] 10.10.120.75 eus-www.sway-cdn.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:06] 10.10.75.132 r.office.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:06] 10.10.120.75 eus-www.sway-cdn.com:443 GET / 200 21017 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:06] 10.10.75.132 r.office.microsoft.com:443 GET / 302 751 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:06] 10.10.75.132 www.office.com:80 GET / 302 481 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:06] 10.10.75.132 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:06] 10.10.75.132 www.office.com:443 GET / 200 42364 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:06] 10.10.132.238 smtp.office365.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:06] 10.10.132.238 smtp.office365.com:443 GET / 301 716 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:06] 10.10.132.238 smtp.office365.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:06] 10.10.132.238 smtp.office365.com:443 GET /owa/ 302 7362 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:06] 10.10.185.225 mcgreedysecretc2.thm:80 GET / 200 3570 "Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15"
[2023/10/25:16:17:07] 10.10.132.238 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:07] 10.10.75.132 yammer.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:07] 10.10.75.132 yammer.com:443 GET / 301 376 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:07] 10.10.75.132 www.yammer.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:07] 10.10.132.238 login.microsoftonline.com:443 GET /common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3A%2F%2Fsmtp.office365.com%2Fowa%2F&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=58679ca9-7f8f-2cb9-24b2-4460cb9e68db&protectedtoken=true&claims=%7B%22id_token%22%3A%7B%22xms_cc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&nonce=638338474268361782.ec41ffb8-ec78-48f8-8d63-f8f00d126424&state=DcsxEoAwCAXRRMfjYBJg4F9HE2ktvb4Ub7utpZQ9ban2THETiEBd2SA2HHw-U0fEDXqmgxQBwjKhQPS-Bpuy1nyP9n5X-wE 200 9631 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:07] 10.10.75.132 www.yammer.com:443 GET / 200 3937 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:07] 10.10.116.67 device.login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:07] 10.10.116.67 device.login.microsoftonline.com:443 GET / 200 9303 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:07] 10.10.89.232 appex.bing.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:07] 10.10.89.232 appex.bing.com:443 GET / 301 556 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:07] 10.10.89.232 www.bing.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:07] 10.10.116.67 www.bing.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:07] 10.10.89.232 www.bing.com:443 GET / 200 43705 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:07] 10.10.116.67 www.bing.com:443 GET / 200 43727 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:07] 10.10.120.75 eus-www.sway-cdn.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:07] 10.10.120.75 eus-www.sway-cdn.com:443 GET / 200 21015 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:07] 10.10.132.238 ocspx.digicert.com:80 GET / 200 913 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:08] 10.10.75.132 cdn.odc.officeapps.live.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:08] 10.10.75.132 cdn.odc.officeapps.live.com:443 GET / 302 939 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:08] 10.10.75.132 www.office.com:80 GET / 302 481 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:08] 10.10.75.132 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:08] 10.10.75.132 www.office.com:443 GET / 200 42341 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:08] 10.10.132.238 google.com:80 GET / 301 1657 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:08] 10.10.132.238 www.google.com:80 GET / 302 1788 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:08] 10.10.132.238 www.google.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:08] 10.10.132.238 www.google.com:443 GET /?gws_rd=ssl 200 77943 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:08] 10.10.89.232 mscrl.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:08] 10.10.132.238 smtp.office365.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:08] 10.10.132.238 smtp.office365.com:443 GET / 301 716 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:08] 10.10.132.238 smtp.office365.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:08] 10.10.132.238 smtp.office365.com:443 GET /owa/ 302 7474 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:08] 10.10.89.232 mscrl.microsoft.com:443 GET / 400 807 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:08] 10.10.132.238 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:08] 10.10.132.238 login.microsoftonline.com:443 GET /common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3A%2F%2Fsmtp.office365.com%2Fowa%2F&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=a08666f4-a54f-44b6-4d37-e1d52b976d38&protectedtoken=true&claims=%7B%22id_token%22%3A%7B%22xms_cc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&nonce=638338474285767312.3aaf4ac6-0b59-4c2d-8a11-2a6dc820a9e3&state=DctBFoAgCABRrNdxTAUEPA5pbVt2_Vj82U0CgD1sIdUIqJARGSujdRWlhie5P-xTcr36yDxxZfPWMrqsaVh93JTiPcr7efkB 200 9627 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:08] 10.10.120.75 graph.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:08] 10.10.120.75 graph.microsoft.com:443 GET / 301 581 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:08] 10.10.120.75 developer.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:08] 10.10.120.75 developer.microsoft.com:443 GET /graph 301 815 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:08] 10.10.75.132 office15client.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:08] 10.10.120.75 developer.microsoft.com:443 GET /en-us/graph 200 21237 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:08] 10.10.75.132 office15client.microsoft.com:443 GET / 404 833 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:08] 10.10.89.232 mscrl.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:09] 10.10.89.232 mscrl.microsoft.com:443 GET / 400 807 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:09] 10.10.132.238 admin.onedrive.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:09] 10.10.132.238 admin.onedrive.com:443 GET / 302 920 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:09] 10.10.132.238 admin.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:09] 10.10.132.238 admin.microsoft.com:443 GET /sharepoint?page=home&modern=true 302 1029 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:09] 10.10.89.232 www.microsoft365.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:09] 10.10.89.232 www.microsoft365.com:443 GET / 200 42371 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:09] 10.10.132.238 admin.microsoft.com:443 GET /login?ru=%2Fsharepoint%3Fpage%3Dhome%26modern%3Dtrue 302 2959 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:09] 10.10.132.238 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:09] 10.10.132.238 login.microsoftonline.com:443 GET /common/oauth2/authorize?client_id=00000006-0000-0ff1-ce00-000000000000&response_type=code%20id_token&scope=openid%20profile&state=OpenIdConnect.AuthenticationProperties%3DttsEeFZRyynPZvs_Ib5dgBCHY4nG7FLLq8mzFMll1Rr_fexKErReVbNzhO0OaiIgKunseckDmFwGA6XayZR20QUUBL1rRo3Uh-hN2XzF00G0AcqZ7qbYxQw-rf4wudcubhku2SNfUoodR1PMeUr8Diw22nj5X5sW49VTUetxBZYSYbB1s7DpjlzFO5HnUCC7&response_mode=form_post&nonce=638338474297432617.M2UxYTc3NmEtMDVhMi00MTBiLWEyYzQtYmNlYjMxYmQ0YWZhOWNlODA4ZGItNmZhYi00NjdmLTg0MjItZGZmZTE5YzA4NTEw&redirect_uri=https%3A%2F%2Fadmin.microsoft.com%2Flanding&ui_locales=en-US&mkt=en-US&client-request-id=b1b2bfc4-e370-4ce8-b15b-c798798a9c59&x-client-SKU=ID_NET472&x-client-ver=6.30.1.0 200 9776 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:10] 10.10.120.75 login.microsoftonline-p.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:10] 10.10.120.75 login.microsoftonline-p.com:443 GET / 302 1639 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:10] 10.10.75.132 login-us.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:10] 10.10.120.75 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:10] 10.10.120.75 www.office.com:443 GET /login 302 2541 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:10] 10.10.120.75 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:10] 10.10.75.132 login-us.microsoftonline.com:443 GET / 302 1704 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:10] 10.10.75.132 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:10] 10.10.75.132 www.office.com:443 GET /login 302 2541 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:10] 10.10.89.232 ocsp.digicert.com:80 GET / 200 913 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:10] 10.10.75.132 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:10] 10.10.75.132 login.microsoftonline.com:443 GET /common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638338474303248676.ZDExYWFiM2UtNmY3Yi00YTA4LWFjM2UtNGYwMzk1ZTg0M2Y0ZDFmZDU1ZmEtZTlhZC00YTdmLTg5MGMtYTU1Y2UzODNiZmMy&ui_locales=en-US&mkt=en-US&client-request-id=558fa7ab-6fc7-41dd-a2cc-419a94aa139f&state=qQqn0WemFzLrehkPz0-r7vgmpeRXbLZa4F94AUPy4TOoMB5eHcCM32x9u43UCZ8efxbP659HKk7AshUO69aiYKENSsr7As8XI3o_wSmk7QyqbKqXIrsobbn08ht-GfKEi2qQ8CkHdT9L1ZiolDn4Z3RGxqNtuIM1GJqYj7hGCHcdkaWz_mZH3z6O8U_jZ_UZ9MdLLSfyweAST4obI9oJAJI3Zo5r-kip9MFLWSDLY_4rBd7dDhEBukHwAa5GOEAvtYJ9uQPAjEMXzTE0jRJJIA&x-client-SKU=ID_NET6_0&x-client-ver=6.30.1.0 200 9848 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:10] 10.10.132.238 account.activedirectory.windowsazure.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:10] 10.10.132.238 account.activedirectory.windowsazure.com:443 GET / 302 1163 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:10] 10.10.132.238 account.activedirectory.windowsazure.com:443 GET /r 302 2739 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:10] 10.10.75.132 account.activedirectory.windowsazure.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:10] 10.10.75.132 account.activedirectory.windowsazure.com:443 GET / 302 1143 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:10] 10.10.75.132 account.activedirectory.windowsazure.com:443 GET /r 302 2739 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:10] 10.10.132.238 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:11] 10.10.75.132 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:11] 10.10.89.232 crl.globalsign.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:11] 10.10.89.232 crl.globalsign.com:443 GET / 301 731 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:11] 10.10.75.132 login.microsoftonline.com:443 GET /common/oauth2/authorize?client_id=0000000c-0000-0000-c000-000000000000&redirect_uri=https%3A%2F%2Faccount.activedirectory.windowsazure.com%2F&response_mode=form_post&response_type=code%20id_token&scope=openid%20profile&state=OpenIdConnect.AuthenticationProperties%3DAQAAAAIAAAAJLnJlZGlyZWN0Mmh0dHBzOi8vYWNjb3VudC5hY3RpdmVkaXJlY3Rvcnkud2luZG93c2F6dXJlLmNvbS9yHk9wZW5JZENvbm5lY3QuQ29kZS5SZWRpcmVjdFVyacABWEFXNnNBdF9TLWNQSFNiT1I2SDVVc2dwUnA0WWxGcml4YUlUTnF5dWRoaXU0cy1zRGxWbm5hbkZ4d2UwcUxpUWdOWkp3WjdxX0xQYWk1aXhBY3RjMVBDVmd2aGpqdk1PQkVVQ3BnMDkwMGNSQW5LYnBSaDVuMXI5T2FESjFTS0NaOU5iYjJrbDN2ZWt3ZFIySmoxbzJkOHRvU3c4SWJ1OWhlcXh6ODZCTDZYT1Z2cVduekVmZGZKN2FVczhROGxD&nonce=1698250630.IihUMDXt42-rt60IrHBQgA&nux=1 200 9768 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:11] 10.10.89.232 www.globalsign.com:80 GET / 301 662 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:11] 10.10.89.232 www.globalsign.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:11] 10.10.89.232 www.globalsign.com:443 GET / 302 730 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
